league,week,date,home_team,away_team,home_score,away_score,result,status
BL1,5,2025-09-26,Bayern Munich,SV Werder Bremen,4,,,FINISHED
BL1,5,2025-09-27,FSV Mainz,Borussia Dortmund,,,,TIMED
BL1,5,2025-09-27,VfL Wolfsburg,RB Leipzig,,,,TIMED
BL1,5,2025-09-27,St Pauli,Bayer 04 Leverkusen,,,,TIMED
BL1,5,2025-09-27,Heidenheim,FC Augsburg,,,,TIMED
BL1,5,2025-09-27,Borussia Mönchengladbach,Eintracht Frankfurt,,,,TIMED
BL1,5,2025-09-28,SC Freiburg,TSG 1899 Hoffenheim,,,,TIMED
BL1,5,2025-09-28,1. FC Köln,VfB Stuttgart,,,,TIMED
BL1,5,2025-09-28,Union Berlin,Hamburger SV,,,,TIMED
