league,week,date,home_team,away_team,dec_H,dec_D,dec_A,imp_H,imp_D,imp_A,source
BL1,4,2025-09-19,VfB Stuttgart,St Pauli,,,,,,,missing
BL1,4,2025-09-20,SV Werder Bremen,SC Freiburg,,,,,,,missing
BL1,4,2025-09-20,FC Augsburg,FSV Mainz,,,,,,,missing
BL1,4,2025-09-20,TSG 1899 Hoffenheim,Bayern Munich,,,,,,,missing
BL1,4,2025-09-20,Hamburger SV,Heidenheim,,,,,,,missing
BL1,4,2025-09-20,RB Leipzig,1. FC Köln,,,,,,,missing
BL1,4,2025-09-21,Eintracht Frankfurt,Union Berlin,,,,,,,missing
BL1,4,2025-09-21,Bayer 04 Leverkusen,Borussia Mönchengladbach,,,,,,,missing
BL1,4,2025-09-21,Borussia Dortmund,VfL Wolfsburg,,,,,,,missing
