league,week,date,home_team,away_team,dec_H,dec_D,dec_A,imp_H,imp_D,imp_A,source
FL1,4,2025-09-12,Olympique de Marseille,Lorient,,,,,,,missing
FL1,4,2025-09-13,OGC Nice,Nantes,,,,,,,missing
FL1,4,2025-09-13,AJ Auxerre,AS Monaco,,,,,,,missing
FL1,4,2025-09-14,Lille OSC,Toulouse,,,,,,,missing
FL1,4,2025-09-14,Metz,Angers SCO,,,,,,,missing
FL1,4,2025-09-14,Paris Saint-Germain,Racing Club De Lens,,,,,,,missing
FL1,4,2025-09-14,RC Strasbourg Alsace,Le Havre,,,,,,,missing
FL1,4,2025-09-14,Stade Brestois,Paris FC,,,,,,,missing
FL1,4,2025-09-14,Stade Rennais,Olympique Lyonnais,,,,,,,missing
