league,week,date,home_team,away_team,dec_H,dec_D,dec_A,imp_H,imp_D,imp_A,source
FL1,6,2025-09-26,RC Strasbourg Alsace,Olympique de Marseille,,,,,,,missing
FL1,6,2025-09-27,Lorient,AS Monaco,,,,,,,missing
FL1,6,2025-09-27,Toulouse,Nantes,,,,,,,missing
FL1,6,2025-09-27,Paris Saint-Germain,AJ Auxerre,,,,,,,missing
FL1,6,2025-09-28,OGC Nice,Paris FC,,,,,,,missing
FL1,6,2025-09-28,Metz,Le Havre,,,,,,,missing
FL1,6,2025-09-28,Lille OSC,Olympique Lyonnais,,,,,,,missing
FL1,6,2025-09-28,Angers SCO,Stade Brestois,,,,,,,missing
FL1,6,2025-09-28,Stade Rennais,Racing Club De Lens,,,,,,,missing
