league,week,date,home_team,away_team,dec_H,dec_D,dec_A,imp_H,imp_D,imp_A,source
FL1,5,2025-09-19,Olympique Lyonnais,Angers SCO,,,,,,,missing
FL1,5,2025-09-20,Nantes,Stade Rennais,,,,,,,missing
FL1,5,2025-09-20,Stade Brestois,OGC Nice,,,,,,,missing
FL1,5,2025-09-20,Racing Club De Lens,Lille OSC,,,,,,,missing
FL1,5,2025-09-21,Paris FC,RC Strasbourg Alsace,,,,,,,missing
FL1,5,2025-09-21,Le Havre,Lorient,,,,,,,missing
FL1,5,2025-09-21,AJ Auxerre,Toulouse,,,,,,,missing
FL1,5,2025-09-21,AS Monaco,Metz,,,,,,,missing
FL1,5,2025-09-22,Olympique de Marseille,Paris Saint-Germain,,,,,,,missing
