league,week,date,home_team,away_team,home_score,away_score,result,status
SA,6,2025-10-03,Hellas Verona,Sassuolo,,,,TIMED
SA,6,2025-10-04,Lazio,Torino,,,,TIMED
SA,6,2025-10-04,Parma,Lecce,,,,TIMED
SA,6,2025-10-04,Inter,Cremonese,,,,TIMED
SA,6,2025-10-04,Atalanta,Como,,,,TIMED
SA,6,2025-10-05,Udinese,Cagliari,,,,TIMED
SA,6,2025-10-05,Fiorentina,AS Roma,,,,TIMED
SA,6,2025-10-05,Bologna,Pisa,,,,TIMED
SA,6,2025-10-05,SSC Napoli,Genoa,,,,TIMED
SA,6,2025-10-05,Juventus,AC Milan,,,,TIMED
