league,week,date,home_team,away_team,home_score,away_score,result,status
SA,5,2025-09-27,Como,Cremonese,,,,TIMED
SA,5,2025-09-27,Juventus,Atalanta,,,,TIMED
SA,5,2025-09-27,Cagliari,Inter,,,,TIMED
SA,5,2025-09-28,Sassuolo,Udinese,,,,TIMED
SA,5,2025-09-28,AS Roma,Hellas Verona,,,,TIMED
SA,5,2025-09-28,Pisa,Fiorentina,,,,TIMED
SA,5,2025-09-28,Lecce,Bologna,,,,TIMED
SA,5,2025-09-28,AC Milan,SSC Napoli,,,,TIMED
SA,5,2025-09-29,Parma,Torino,,,,TIMED
SA,5,2025-09-29,Genoa,Lazio,,,,TIMED
